word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
makulatura,N,2.0,1.5925926,1.2222222,1.3333334,1.4444444,5.423277,5.878549,6.280234,6.2082605,6.106135,1.7008275
segregator,N,2.074074,1.6666666,1.3703704,1.4074074,1.5185186,5.501295,6.137716,6.349735,6.321479,6.276754,1.8998021
"prześcieradło",N,2.5925925,1.2962962,1.4444444,1.2962962,1.4444444,4.826743,6.4615297,6.293029,6.4526143,6.3292074,2.0911055
powieka,N,2.4444444,1.4814814,1.6296296,1.7037038,1.6296296,5.331053,6.491663,6.3651524,6.2571836,6.3433175,2.369308
frakcja,N,1.7777778,1.8148148,1.4444444,1.8888888,1.8888888,5.959378,6.032719,6.344988,5.9546313,5.917139,2.3497927
"podkreślać",N,2.5185184,1.7037038,1.3703704,1.7407408,1.4074074,5.086713,6.1070614,6.466267,6.0680456,6.4305177,2.3849852
belka,N,1.962963,1.6296296,1.6296296,1.6666666,1.3333334,5.5786767,6.028902,6.02024,5.9763074,6.3166757,1.8833213
czapla,N,3.0,1.4444444,1.2592592,1.3703704,1.2962962,4.4290724,6.3311586,6.497979,6.400861,6.456747,2.353918
"sień",N,2.3703704,1.2962962,1.4444444,1.4814814,1.3333334,5.0314994,6.2961607,6.148922,6.122254,6.257737,1.8738425
"suszyć",N,2.4074075,1.7777778,1.3703704,1.6296296,1.5925926,5.2015095,6.0144997,6.4544587,6.1898193,6.2270665,2.3641531
komoda,N,2.2222223,1.5185186,1.5185186,1.7037038,1.4814814,5.3964124,6.196368,6.2080717,6.0193744,6.2393274,1.9275459
"twierdzić",N,2.2962964,1.8518518,1.5185186,1.6296296,1.4814814,5.3639016,5.8810616,6.2496734,6.12904,6.270233,2.2411644
dynia,N,2.9629629,1.4814814,1.4074074,1.6296296,1.3703704,4.6513786,6.4171944,6.48603,6.28525,6.5229053,2.4835026
"zaopatrywać",N,2.8888888,1.5185186,1.4444444,1.5555556,1.4074074,4.6879673,6.2999735,6.360342,6.2378817,6.4022236,2.4223995
"szczudło",N,1.8888888,1.4814814,1.4444444,2.0,1.4074074,5.7570534,6.1925697,6.22866,5.6317935,6.2496886,1.9130509
but,N,2.8148148,1.3703704,1.4444444,1.4074074,1.5185186,4.631679,6.477601,6.405554,6.4234643,6.288954,2.447222
"pięta",N,1.7037038,1.5185186,1.3703704,1.6296296,2.0370371,5.854432,6.2142115,6.348683,6.132053,5.590592,2.1407318
cebulowy,N,1.962963,1.6666666,1.6296296,1.3703704,2.0370371,5.702561,6.21015,6.249767,6.418689,5.757803,2.3120286
odczyt,N,2.1111112,1.4814814,1.7407408,2.1111112,1.4444444,5.6870227,6.351578,6.0285473,5.7016063,6.3839703,2.4108496
gumowy,N,2.0370371,1.4444444,1.3333334,1.5185186,1.5925926,5.38644,6.156307,6.280393,6.1005974,6.0017366,1.8753906
groch,N,1.6296296,1.7037038,1.5185186,1.6296296,1.925926,6.0561194,6.155774,6.3253894,6.202285,5.78845,2.084142
lada,N,1.8518518,1.5185186,1.5925926,1.5555556,1.5555556,5.9398966,6.283538,6.1876016,6.2502346,6.2448535,1.5815638
"sztućce",N,2.4444444,1.2592592,1.2222222,1.5185186,1.1851852,4.8612714,6.2792897,6.305027,6.0214043,6.352599,1.7923976
widelec,N,2.4074075,1.4444444,1.2222222,1.6296296,1.2962962,4.973649,6.1073456,6.330578,5.8825493,6.2591243,1.9446483
stereo,N,3.0370371,1.3333334,1.3703704,1.4814814,1.2222222,4.321479,6.409077,6.381498,6.270398,6.512031,2.451334
lupa,N,2.7777777,1.2962962,1.3333334,1.2962962,1.1481482,4.51287,6.3474607,6.302688,6.3446565,6.4879217,2.0632367
pasek,N,1.925926,1.8888888,1.7777778,2.074074,1.5185186,5.9747934,6.275837,6.378496,6.0497465,6.58668,2.4099767
porto,N,2.7407408,1.5925926,1.7777778,1.5185186,1.3333334,5.1241703,6.379655,6.207361,6.431507,6.577106,2.3700247
rampa,N,2.2592592,1.1481482,1.1851852,1.6296296,1.3703704,5.0676403,6.425716,6.394602,5.934023,6.178934,1.8163689
"szczotkować",N,2.6296296,1.5185186,1.2962962,1.2592592,1.4444444,4.6975102,6.108938,6.34695,6.3954186,6.1928678,2.1801674
linia,N,2.3333333,1.1481482,1.2592592,1.2222222,1.074074,4.8339443,6.264097,6.141279,6.156759,6.3268914,1.6334201
minimalny,N,1.8518518,1.7407408,1.925926,1.8148148,1.5185186,5.701361,6.0023375,5.7880425,5.909577,6.202171,2.2909813
adiutant,N,1.962963,1.4814814,1.5185186,1.6666666,1.3333334,5.5321226,6.0936794,6.051804,5.8726444,6.21458,1.7379705
kiosk,N,2.1851852,1.5555556,1.5185186,1.3703704,1.4814814,5.3570585,6.086335,6.0960793,6.253243,6.114587,1.8523188
sitko,N,1.8518518,1.5925926,1.5185186,1.3703704,1.8888888,5.838992,6.222534,6.2747684,6.4056664,5.8881254,2.0558126
"pęseta",N,1.6666666,1.3703704,1.4814814,1.925926,1.7777778,6.115081,6.4440403,6.3935976,5.914323,6.0643435,1.9369056
miedziany,N,2.3461537,1.3846154,1.4230769,1.4230769,1.4615384,5.174396,6.3528366,6.323105,6.2993383,6.2234173,1.9905312
"krzesło",N,2.8846154,1.4615384,1.3846154,1.2307693,1.1153846,4.4873295,6.2399106,6.312187,6.443318,6.5392737,2.1564827
"łopian",N,2.3461537,1.2692307,1.2692307,1.2692307,1.3461539,4.9196305,6.307567,6.293843,6.3018575,6.2263317,1.748426
dialekt,N,3.1153846,1.4615384,1.1538461,1.5,1.1538461,4.3832035,6.4292755,6.6790166,6.3572392,6.680206,2.4809942
stempel,N,2.4230769,1.5769231,1.5,1.6923077,1.3076923,5.3042755,6.400362,6.4550786,6.2766395,6.630129,2.1035764
"oś",N,2.4230769,1.5384616,1.4615384,1.4230769,1.2307693,5.043107,6.228088,6.339295,6.3755336,6.5569983,2.0660315
optyczny,N,2.3846154,1.3076923,1.3846154,1.7307693,1.3846154,5.120717,6.3785367,6.296983,5.95366,6.2832546,1.9660625
kierownica,N,2.7692308,1.4230769,1.5,2.0384614,1.1538461,5.034902,6.5825453,6.5063753,5.967952,6.7638087,2.491576
kartka,N,2.5769231,1.2307693,1.7307693,1.2692307,1.1153846,4.982603,6.545093,5.999099,6.4846325,6.6000924,2.1982043
proszek,N,1.9230769,1.6538461,1.6153846,1.9230769,1.8076923,5.8196893,6.267835,6.2586956,5.962421,6.099655,2.2316377
pompa,N,2.9230769,1.2307693,1.2307693,1.5769231,1.3461539,4.497787,6.58213,6.5762434,6.2477536,6.443901,2.369042
"ślad",N,2.5384614,1.6538461,1.6923077,1.9615384,1.2692307,5.2125406,6.225663,6.205621,5.955147,6.5755277,2.4408937
pensum,N,2.2307692,1.7307693,1.7307693,2.0769231,1.5384616,5.709721,6.2766647,6.3034134,5.941862,6.454181,2.4283636
"wahadło",U,1.6538461,1.8076923,1.8461539,2.3076923,1.5769231,6.3530827,6.2971897,6.227768,5.693496,6.3619637,2.586225
"równowaga",U,4.5,1.6923077,1.4615384,1.5,1.1923077,3.252893,6.868583,7.1086273,7.0977025,7.3476996,4.1084166
martwy,U,1.2692307,2.8461537,5.4615383,5.1153846,3.5384614,9.583737,8.582775,6.384116,6.7290854,8.141349,7.3958817
wilczur,U,2.7307692,2.4230769,1.7692307,3.7692308,2.1923077,6.3283367,6.9518332,7.461546,5.585068,7.182358,4.7607136
"śnić",U,4.769231,1.7692307,1.8846154,3.0769231,1.3846154,4.042976,7.499547,7.4151974,6.3967505,7.829623,5.2378306
orzechowy,U,4.3461537,1.1538461,1.0769231,1.2307693,1.1153846,2.7827284,6.9551363,7.0315967,6.883277,6.9978666,3.4838758
"przewidywać",U,3.5769231,1.7307693,1.7307693,2.6153846,1.0384616,4.4835978,6.681042,6.7244825,5.8266525,7.305816,3.8201804
"skarżyć",U,1.4230769,4.5,3.3846154,3.6153846,3.5,8.625681,6.1704283,7.211863,7.0608664,7.023297,6.2950487
"obracać",U,2.4615386,1.9615384,1.6153846,1.7307693,1.7307693,5.4442477,6.138264,6.4626365,6.352382,6.3473945,2.724813
Tatry,U,4.8846154,1.3076923,1.8076923,2.2307692,1.1923077,3.4566247,7.5527396,7.1499424,6.7736673,7.608604,4.5493054
zdyscyplinowany,U,3.7692308,2.1538463,1.7692307,2.1538463,1.9615384,4.549098,6.8098764,7.1141567,6.8441114,7.0075474,4.272923
duchowny,U,2.4615386,2.4615386,2.0769231,2.1538463,2.3461537,5.939712,6.329299,6.72729,6.6679263,6.4633083,3.950408
dokuczliwy,U,1.3076923,4.1923075,3.3461537,3.0769231,2.9615386,8.249572,5.929922,6.8490467,7.0463915,7.0165005,5.7366633
nagi,U,3.1538463,1.9615384,2.1923077,2.6538463,2.1153846,5.448888,6.9636865,6.7279477,6.2430677,6.6815314,4.332121
"kraść",U,1.5,4.3846154,4.0384617,3.8846154,3.8076923,8.980254,7.0632014,7.3356075,7.4542627,7.6284695,6.9057717
"ofiarować",U,4.3076925,1.2307693,1.7692307,1.8076923,1.2307693,3.4695497,7.200984,6.711575,6.7033024,7.185949,3.9702337
tulipan,U,4.6538463,1.2307693,1.5769231,1.3076923,1.2307693,2.806542,7.223097,6.93281,7.1888194,7.2454734,4.082454
ciotka,U,2.8846154,2.0769231,1.9615384,1.7307693,1.8846154,5.228302,6.4128604,6.5308003,6.7232337,6.5758276,3.3463614
"pedał",U,1.6153846,3.4230769,2.6923077,2.1153846,3.0769231,7.4558454,6.421813,7.007687,7.497134,6.659981,4.754012
sportowy,U,3.6923077,1.7692307,1.3076923,1.7692307,1.2307693,4.0881896,6.5555964,6.9363513,6.520538,7.0127187,3.4370103
"cierpieć",U,1.1923077,4.1153846,5.6923075,5.1538463,3.2307692,9.897722,7.9974475,6.6517897,7.125849,8.641587,7.848054
"wiązać",U,2.7692308,1.9615384,2.0384614,2.7307692,1.7692307,5.535013,6.604159,6.595123,5.899997,6.767719,3.720596
"płatność",U,2.3076923,3.0,2.7692308,2.8076923,2.1923077,6.60998,6.2707214,6.5354557,6.5015454,7.0449247,4.6779566
"państwo",U,2.5,2.3461537,2.4615386,2.3461537,2.0384614,5.948227,6.3350167,6.283604,6.407092,6.703123,3.6645458
dama,U,4.423077,1.5769231,1.6538461,1.6923077,1.7307693,3.694613,7.127409,7.06986,7.058446,6.9332304,4.2828927
zadanie,U,2.1538463,2.5,2.0,2.6923077,1.3846154,6.1125994,5.8213606,6.356504,5.555713,6.867174,3.3460934
"nieżywy",U,1.1153846,3.1923077,5.6923075,5.3461537,3.6923077,9.921279,8.703522,6.6447883,6.997656,8.300913,7.7480645
"odkrywać",U,4.230769,1.2692307,1.3461539,2.6538463,1.1923077,3.7819011,7.1639686,7.09289,5.884112,7.2354007,4.0050397
klasa,U,3.4615386,1.9615384,1.9615384,2.0769231,1.5,4.6322656,6.75945,6.7609277,6.678126,7.1650615,3.8686953
nuklearny,U,1.6538461,2.8076923,3.0,4.6153846,2.7692308,8.028007,7.327155,7.213746,5.563085,7.4006658,5.6475015
"kiełbasa",U,2.7307692,1.7307693,1.6153846,1.4230769,2.1153846,5.1104,6.512763,6.6660686,6.8447104,6.0716395,3.1817534
"rozdzielać",U,1.8076923,2.7692308,3.2307692,3.0384614,2.1923077,6.993014,6.385114,5.9232693,6.149725,6.8985043,4.4044867
"relacjonować",U,3.0384614,1.6153846,1.4615384,2.0384614,1.5,4.7936134,6.4936852,6.6512403,6.015361,6.5612435,3.0179656
energiczny,U,5.0,2.0,1.3461539,1.6538461,1.3076923,3.3247805,6.9810047,7.4955626,7.243958,7.534258,4.573253
"karnawałowy",U,4.8076925,1.2692307,1.4230769,1.3076923,1.2692307,2.6686504,7.229576,7.071488,7.2023625,7.210452,4.1232886
pokrzepiony,U,4.3461537,1.2307693,1.5384616,1.5769231,1.2307693,3.1434364,7.0211306,6.755416,6.6819,7.0285926,3.6799684
czarownica,U,2.4230769,2.0384614,2.3076923,3.0769231,2.7692308,6.378456,7.0995708,6.886862,6.091819,6.4232388,4.5314374
"mdłości",U,1.1923077,3.0,3.5,4.3076925,4.6538463,8.917487,7.6922784,7.3120656,6.620356,6.109431,6.4838476
Madonna,U,3.3846154,1.7692307,1.7307693,1.5769231,1.4230769,4.2565966,6.5052032,6.5855536,6.609067,6.883562,3.5591292
lilia,U,4.6538463,1.0769231,2.1153846,1.5,1.4230769,3.2850404,7.650295,6.7163944,7.3225913,7.392509,4.5460505
ranny,U,1.1923077,3.1153846,5.076923,4.9615383,2.3846154,8.958731,7.617545,5.810661,5.9599075,8.170011,6.672081
"chłopięcy",U,3.3846154,1.6153846,2.1538463,1.5769231,1.5384616,4.589329,6.7934575,6.313413,6.8298564,6.85969,3.522645
komiczny,U,4.5384617,2.1538463,2.0769231,1.6538461,1.4615384,3.857155,6.8540797,6.955064,7.2934017,7.485851,4.710549
"wieszać",U,1.5769231,2.8846154,4.076923,4.5384617,3.1538463,8.465221,7.661967,6.546584,6.196366,7.399786,6.1930485
strach,U,1.1923077,3.7692308,4.230769,6.1538463,3.2307692,9.809219,8.3203745,7.95594,5.7717104,8.566271,7.838252
wyzwolony,U,5.3846154,1.0769231,1.2307693,1.9615384,1.2692307,2.5237832,7.7083216,7.582911,6.991559,7.5510683,4.7107377
dziurawy,U,1.4230769,3.6923077,3.4615386,2.5,2.8846154,7.8118486,5.849371,6.1533427,7.0194263,6.6848154,5.001419
"księżniczka",U,5.0,1.6538461,1.7307693,1.5384616,1.3846154,3.0236757,7.353653,7.3192873,7.511154,7.605195,4.8312464
ustawa,U,1.8461539,2.6153846,2.2307692,2.7692308,2.3846154,6.767851,6.2787848,6.610248,6.104734,6.47229,3.6675947
"zamysł",U,3.5769231,1.6538461,1.7692307,2.1153846,1.6923077,4.6249433,6.8947864,6.831253,6.3710456,6.9031396,3.7076163
wada,U,1.3076923,4.0,3.8076923,3.1153846,2.1538463,8.017594,5.8852715,6.088743,6.734824,7.4734497,5.2125697
przyzwoity,U,3.9230769,1.3846154,1.5384616,1.5384616,1.4230769,3.6281023,6.861148,6.721476,6.707156,6.8123393,3.5863152
"przychodzić",U,3.5384614,1.6923077,1.8461539,2.1923077,1.3846154,4.4929495,6.846244,6.7231717,6.3926077,7.103923,3.6263776
przemieszczenie,U,2.0769231,1.8461539,2.1538463,2.8076923,2.1153846,6.242217,6.6123147,6.344731,5.6989822,6.3922143,3.3552861
"nieszczęście",U,1.2307693,4.4615383,5.5384617,4.8846154,2.7307692,9.686274,7.480334,6.5591116,7.2074466,8.779774,7.618358
"odlatywać",U,4.576923,1.3461539,1.5384616,2.0384614,1.1153846,3.1864183,7.2380085,7.075348,6.619224,7.442393,4.2060013
ochrona,U,4.0384617,1.9230769,1.5,2.3461537,1.8076923,4.3093853,6.787059,7.1805806,6.3049235,6.8884964,4.3458033
"utrudniać",U,1.1923077,4.5,4.076923,3.5384614,2.9615386,8.729911,6.0505238,6.4718266,7.003735,7.4430118,6.263344
por,U,2.5384614,1.3461539,1.5384616,1.1923077,2.0384614,5.0678663,6.5845113,6.340916,6.6747108,5.7325797,2.7796488
odizolowany,U,1.1153846,3.0,4.6538463,4.230769,2.7307692,8.756953,7.460834,5.7753644,6.383774,7.560771,6.26425
"rozszerzać",U,2.9615386,1.8461539,1.8461539,2.5,1.8076923,5.306222,6.631448,6.621968,5.960915,6.5881147,3.50838
biurowy,U,2.2307692,1.9230769,2.1153846,2.2307692,2.3846154,5.949939,6.417973,6.2984324,6.1479716,6.026557,3.3110695
impreza,U,4.923077,1.4615384,1.7307693,2.4615386,1.8461539,3.5053058,7.586921,7.415673,6.766483,7.279935,5.030358
"kształtujący",U,3.8076923,1.5769231,1.5,1.7692307,1.2692307,3.8000562,6.828702,6.911735,6.6433954,7.0326357,3.6658528
kaczka,U,3.1538463,1.3461539,1.3076923,1.3461539,1.6923077,4.336707,6.6886606,6.716029,6.675931,6.332135,2.8399184
dech,U,2.3846154,1.4615384,2.1153846,2.4615386,1.3461539,5.5443935,6.642951,5.9945583,5.650851,6.7386518,2.9312003
tyran,U,1.3461539,5.576923,4.4615383,5.3461537,4.5,10.270177,7.3797064,8.33761,7.632345,8.278859,8.484223
rolniczy,U,2.3076923,1.6153846,1.5,1.5769231,1.9615384,5.426794,6.2744913,6.399319,6.3602185,5.8872356,2.54383
poetycki,U,4.1538463,1.6538461,2.4230769,1.6153846,1.3076923,4.210764,7.033501,6.41742,7.102251,7.273045,4.119283
hotelowy,U,3.7307692,1.4230769,1.5384616,1.5384616,1.5,3.9402266,6.807045,6.7569814,6.743417,6.723282,3.4250834
urojenie,U,1.6923077,3.0769231,3.7307692,4.6923075,2.9615386,8.353258,7.447175,6.9539685,5.819447,7.6088004,6.1945906
Ameryka,U,4.269231,1.6538461,1.6923077,2.2692308,1.8076923,4.0983624,7.0906544,7.114298,6.561692,6.8906145,4.429279
idylla,U,5.1153846,1.2307693,1.5,1.4230769,1.2307693,2.5664837,7.512907,7.3078775,7.3778195,7.486662,4.4365044
"zakłopotany",U,1.3461539,2.8461537,3.6923077,3.7692308,2.1923077,7.8428426,6.736808,5.850814,5.705525,7.2483215,4.984763
"pigułka",U,2.1538463,2.6923077,2.6538463,3.6923077,2.7307692,7.0236826,7.028147,7.0797186,6.0096545,6.9255705,4.924445
posag,U,3.9230769,1.5384616,1.7692307,1.7692307,1.6538461,3.8320193,6.9508386,6.7305117,6.7168965,6.774524,4.040813
willa,U,5.1538463,1.5,1.7692307,1.5769231,1.3076923,2.8638391,7.425009,7.2192593,7.3777804,7.54468,4.717877
badacz,U,3.0769231,1.7692307,1.3846154,1.8076923,1.2692307,4.6087117,6.1514564,6.4927554,6.0985765,6.607206,2.8318696
niedozwolony,U,1.5384616,3.6923077,2.8461537,3.2692308,1.8461539,7.5334377,5.649458,6.525652,5.985259,7.366661,4.7836695
klejnot,U,4.9615383,1.3076923,1.5384616,1.4615384,1.1153846,2.698349,7.349519,7.163279,7.2392406,7.472458,4.328999
osobliwy,U,2.8846154,1.6153846,1.6153846,2.0769231,1.4615384,4.864823,6.3986697,6.4358726,5.9413385,6.545433,2.9583232
plon,U,3.6923077,1.4615384,1.5,1.9615384,1.4230769,3.9839654,6.8260727,6.8007636,6.3541965,6.8273296,3.6286352
konto,U,3.0384614,1.9615384,1.5384616,2.5769231,1.1923077,4.897489,6.298457,6.6725464,5.590103,6.9927106,3.4609122
"maść",U,2.3076923,1.6923077,1.8076923,1.8846154,2.2307692,5.5181427,6.265592,6.165767,6.107784,5.7248073,2.9439523
"małżeński",U,4.730769,1.7307693,2.0,2.1153846,1.3076923,3.3973677,7.086393,6.834953,6.779479,7.433891,4.68792
"rozmawiać",U,4.6538463,1.6923077,1.6153846,1.9230769,1.4230769,3.2920732,7.08429,7.1789465,6.8940043,7.2692485,4.446506
fajka,U,3.0,1.6923077,1.8846154,1.9615384,2.3076923,5.1334615,6.8833194,6.742501,6.6547847,6.2176867,3.7599409
"otrzymywać",U,4.923077,1.2692307,1.4230769,1.8076923,1.1923077,2.752788,7.2670135,7.1428523,6.8147936,7.329812,4.3299985
"zmusić",U,1.0384616,4.423077,3.5384614,4.5384617,3.6923077,9.159837,6.6815968,7.358367,6.488085,7.120794,6.742282
"liczyć",U,2.8846154,1.9230769,1.5384616,2.0384614,1.5,5.0134206,6.162583,6.519395,6.0651402,6.5682034,3.1071777
kawa,U,4.3461537,1.2692307,1.3846154,1.3461539,1.5384616,3.129879,7.181622,7.0611167,7.101895,6.8567615,4.1029854
syn,U,4.769231,1.5,1.5384616,2.1538463,1.1923077,3.3167415,7.1966934,7.174027,6.6684904,7.45741,4.4020977
"mydło",U,3.4615386,1.4615384,1.5384616,1.3461539,1.7307693,4.145309,6.6542683,6.595741,6.7586513,6.3966284,3.3312674
palarnia,U,2.1153846,3.1923077,2.3076923,2.5384614,4.230769,7.3120804,6.978577,7.7631855,7.5631604,5.724329,5.647232
erotyczny,U,4.576923,1.7307693,2.0,2.2692308,1.6538461,3.9303322,7.3065434,7.1399736,6.85999,7.330719,4.8603377
byczy,U,3.0,2.0,1.5384616,2.3076923,1.8461539,4.9767017,6.4133782,6.879269,6.112129,6.622231,3.6821172
lotto,U,4.1153846,2.3461537,2.0,1.7307693,1.8076923,4.436987,6.8114448,7.1413784,7.271415,7.2073874,4.5967097
"cenić",U,4.3461537,1.3076923,1.4230769,1.6538461,1.3076923,3.2213461,7.0249176,6.910446,6.7092204,7.008006,3.815991
lista,U,2.3076923,1.6538461,1.5,2.2692308,1.4615384,5.4174595,6.2435665,6.398412,5.505393,6.4229355,2.5980606
"małżonek",U,5.269231,1.8846154,2.0,2.0384614,1.5769231,3.2687645,7.393329,7.160194,7.3009715,7.602839,5.323962
"obrączka",U,4.923077,1.4230769,1.6153846,2.5,1.3461539,3.3035035,7.4851146,7.347051,6.5528765,7.547247,4.7855697
"środek",U,2.7307692,1.6923077,1.9230769,1.8461539,1.7307693,5.181223,6.405467,6.1761694,6.256129,6.334414,2.8265054
"odwracać",U,1.5384616,2.2307692,2.5384614,2.6923077,1.7307693,6.7396326,6.136831,5.804042,5.631836,6.6344857,3.236844
"poślubić",U,5.5,1.4615384,1.7692307,2.6538463,1.1538461,3.108705,7.754418,7.5494256,6.8527594,8.042858,5.360402
"strzała",U,2.6153846,2.2692308,2.3846154,2.7307692,1.6923077,5.8041196,6.544816,6.3635397,6.0001726,7.0555367,4.0370536
"waśń",U,1.2307693,3.1153846,3.0769231,3.0,2.1538463,7.6289697,6.1180677,6.2054944,6.2918835,6.945537,4.2994313
kotwica,U,3.1538463,1.3461539,1.8076923,2.0769231,1.6538461,4.7903504,6.882742,6.411641,6.2322764,6.5902414,3.3777976
brylantowy,U,4.769231,1.2307693,1.3846154,1.7307693,1.1923077,2.896591,7.3032155,7.1505485,6.8597455,7.325835,4.167815
konflikt,U,1.1538461,4.5384617,4.769231,4.6538463,3.3846154,9.471462,7.0836763,6.8988314,6.942428,8.056881,7.2950697
"łaciński",U,2.2692308,1.6923077,1.7307693,1.4615384,1.6153846,5.356551,6.112136,6.1177197,6.383436,6.194235,2.5120568
"sądownictwo",U,1.5769231,3.1538463,3.4230769,4.3076925,3.0,8.038626,6.894905,6.6148844,5.682228,7.083928,5.6813693
"zawodzić",U,1.1923077,4.9615383,5.269231,4.3846154,3.5769231,9.893719,7.3994985,7.1198964,7.8465595,8.414707,7.792838
"słabość",U,1.1923077,4.076923,4.6153846,4.1923075,3.3461537,9.054775,7.0991945,6.549708,7.0193973,7.621126,6.660312
"należeć",U,3.5384614,1.8076923,1.9615384,2.5384614,1.6153846,4.658515,6.725247,6.5819883,6.101501,6.9127226,4.01487
"mgła",U,1.8076923,2.1923077,3.3076923,3.3461537,2.0,7.0959997,6.8398685,5.853842,5.7784376,7.0079327,4.485917
policzek,U,2.7692308,3.2307692,2.9230769,2.8461537,2.2307692,6.46018,6.6656084,7.063834,7.139569,7.58151,5.278443
niewolnica,U,1.5769231,4.6923075,5.0,4.576923,4.076923,9.572512,7.49911,7.210205,7.5863843,7.9441886,7.724274
"kąpielowy",U,3.4230769,1.3461539,1.6153846,1.5384616,1.3846154,4.192532,6.742524,6.512581,6.5405116,6.6944017,2.994359
drobny,U,3.1538463,1.4230769,1.7692307,1.6923077,1.3461539,4.5757413,6.526922,6.1789103,6.284841,6.632741,2.9544446
wnuk,U,4.6538463,1.3846154,1.3846154,1.6538461,1.3076923,3.0856252,7.194086,7.14277,6.984502,7.2611904,4.152712
"szpikować",U,1.3846154,2.4615386,2.5769231,3.8076923,3.1538463,7.6889772,6.9203105,6.855021,5.568978,6.31206,4.696814
"rozbudowywać",U,4.1538463,1.3076923,1.3461539,2.5769231,1.2692307,3.8469658,7.1122546,7.0815206,5.937185,7.1453333,3.9600832
negatywny,U,1.3076923,4.1538463,4.269231,3.6538463,3.3076923,8.702118,6.5729327,6.497115,7.0388722,7.3017917,6.252728
"kukiełka",U,2.2307692,2.3846154,2.4615386,2.2692308,2.3461537,6.2252874,6.3247504,6.2776313,6.486806,6.34583,3.7539809
literatura,U,3.7692308,1.5,1.8846154,1.5769231,1.6153846,4.1566358,6.9293475,6.545227,6.8590994,6.7634525,3.6103947
ocenzurowany,U,1.2692307,3.2692308,2.8461537,2.4615386,3.1538463,7.635136,5.9609547,6.4522815,6.6838965,5.9943166,4.59192
"mężczyzna",U,4.6538463,2.5384614,2.9615386,2.8076923,1.4615384,4.9578023,7.4041853,7.096855,7.196111,8.1748,5.458617
przemoc,U,1.2307693,5.576923,5.3461537,5.5384617,5.269231,10.884075,8.276358,8.419114,8.232087,8.492013,9.142803
konstytucja,U,2.9615386,1.7307693,1.7692307,2.0769231,1.5,4.9292192,6.4326453,6.411191,6.050705,6.60067,3.1771114
"kompromitujący",U,1.1153846,4.6923075,4.9615383,4.6923075,4.230769,9.938627,7.574336,7.3699756,7.5538225,7.854517,7.8072214
"barbarzyńca",U,1.4615384,4.1923075,3.5,4.6923075,4.0384617,8.900805,7.070836,7.580221,6.582987,7.2539134,6.9511156
waniliowy,U,4.230769,1.1538461,1.6153846,1.0769231,1.5,3.4130454,7.170434,6.770509,7.2224193,6.701136,3.7807412
"zakładnik",U,1.0769231,4.0384617,4.5384617,5.576923,3.6923077,9.745751,7.8453135,7.423624,6.3326526,8.031344,7.520085
weselny,U,4.8846154,1.5,1.6538461,2.3461537,1.5769231,3.4965544,7.600686,7.436115,6.918987,7.54779,5.006634
sofa,U,3.9230769,1.3461539,1.2692307,1.2307693,1.1923077,3.3966963,6.7110085,6.792268,6.822425,6.8450274,3.2247722
"nieprzystępny",U,1.2307693,3.4230769,3.2692308,3.2307692,2.2307692,7.7214885,5.7200394,6.0253015,6.043197,6.783239,4.842437
obdarty,U,1.0769231,2.6923077,3.8461537,3.0384614,3.6153846,8.214624,6.898323,5.9280167,6.7287116,5.952725,5.3916035
"wartościowy",U,4.8461537,1.3076923,1.2692307,1.5769231,1.1923077,2.6798613,7.287557,7.2847543,7.0366006,7.361306,4.3355913
granica,U,2.4615386,2.6923077,3.1923077,3.5384614,2.1153846,6.7786527,6.867034,6.429558,5.8844323,7.387653,5.063195
tron,U,3.8461537,1.9230769,1.6153846,2.3076923,1.6153846,4.3109684,6.711065,6.936368,6.329253,6.9731894,4.1278963
"szczegółowy",U,2.5384614,2.2307692,1.4615384,2.1923077,1.5769231,5.324174,5.7722697,6.5237856,5.83635,6.4091344,3.0122936
"krzyczeć",U,1.8461539,4.5,3.4615386,4.5384617,2.7307692,8.311434,6.3472486,7.322246,6.236685,7.8298755,6.5755315
lampa,U,3.5384614,1.5769231,1.6153846,1.7307693,1.3461539,4.0837803,6.509453,6.4730525,6.3343134,6.720479,3.2036312
"przebaczyć",U,4.769231,1.7692307,2.5384614,2.5384614,1.5384616,4.1748385,7.509593,6.8758693,6.8918986,7.6839013,5.26108
blask,U,4.6538463,1.3076923,1.5,1.5384616,1.1923077,2.886873,7.094411,6.904797,6.87053,7.2033505,4.0701056
"głupi",U,1.8076923,3.5769231,3.3076923,2.7307692,2.6538463,7.342349,5.9709935,6.272415,6.80257,6.8433676,5.3430395
krucyfiks,U,1.6923077,2.1153846,2.9615386,3.3076923,2.2692308,7.2254095,7.02797,6.265973,5.963006,6.8317113,4.3306518
tortura,U,1.3076923,4.6153846,4.8076925,5.8846154,5.1153846,10.388691,8.403139,8.306264,7.379389,7.9777365,8.656538
brud,U,1.5,3.8846154,3.0769231,2.8461537,4.9615383,8.698086,6.9832406,7.711225,7.854358,5.718018,6.286918
kopia,U,1.7692307,2.4230769,1.8461539,1.8076923,1.8076923,6.2247086,5.597553,6.183363,6.255265,6.271382,2.6872115
"krzywdzić",U,1.3461539,5.6153846,5.3461537,5.076923,4.3846154,10.449322,7.6683373,7.957522,8.181278,8.605513,8.709106
